Device Active,Location Active,Address,City,State,Zip,Serial Number,First EOD Date,Dispenses,Acceptance,BNR_Total,Dispense_Rate,Acceptance_Rate,BNR_Rate,Days Active,Wear Rate,Maintenance Flag
1,1,224 Kevin Light Apt. 465,South Jeremy,AZ,49340,FAKE001109,2/5/2022,6725493,1582740,8308233,5548.12,1305.66,6853.78,1230,6749.173842404549,True
1,1,9563 Joseph Ridge,West Joshualand,NH,44319,FAKE001110,12/18/2019,2019455,4295561,6315016,1013.28,2155.34,3168.62,2010,3140.2366981601194,True
1,1,909 Graham Passage,Dawnberg,CO,95859,FAKE001111,9/2/2019,3171617,3857229,7028846,1510.51,1837.03,3347.54,2117,3318.6241737488194,True
1,1,8903 Sabrina Meadow Apt. 475,Ruizport,CO,16003,FAKE001112,6/7/2020,2498204,5957313,8455517,1372.19,3272.18,4644.37,1838,4597.888526373029,True
1,1,27281 William Trace,Lake Michaelhaven,GA,91193,FAKE001113,10/27/2019,5400130,2606760,8006890,2641.86,1275.28,3917.14,2062,3881.1875908870575,True
1,1,346 Rush Cliffs,South Davidview,MD,20649,FAKE001114,6/6/2018,3503728,5108998,8612726,1372.87,2001.87,3374.74,2570,3349.951769739401,True
1,1,3774 Joseph Shoals,Elizabethland,NC,72111,FAKE001115,1/6/2021,6839597,5272413,12112010,4255.71,3280.58,7536.29,1625,7448.960639606396,True
1,1,65456 Steven Roads,Port Lynnside,OH,53503,FAKE001116,3/10/2022,6732931,6189159,12922090,5708.9,5247.83,10956.73,1197,10786.385642737896,True
1,1,57941 Elizabeth Union,West Jeffreyfurt,ME,55460,FAKE001117,1/21/2022,1111214,4522920,5634134,905.11,3684.01,4589.11,1245,4521.776886035313,True
1,1,17381 Jackson Mountain Apt. 364,South Lisa,AK,33734,FAKE001118,6/18/2023,4530686,3149022,7679708,6343.78,4409.2,10752.98,732,10477.091405184176,True
1,1,46229 Lawrence Mountains Suite 422,Port Melanie,HI,79811,FAKE001119,8/2/2022,3936383,4581335,8517718,3805.67,4429.2,8234.87,1052,8089.000949667617,True
1,1,2822 Stephen Pike Suite 177,Robertside,IA,97642,FAKE001120,11/6/2019,2969330,3703845,6673175,1459.83,1820.94,3280.76,2052,3250.4505601558694,True
1,1,8589 Garcia Avenue Suite 625,Lake Justin,IN,90876,FAKE001121,7/23/2020,4372197,2831981,7204178,2463.22,1595.49,4058.72,1792,4017.946458449526,True
1,1,9195 Andrew Rest Suite 540,Port Micheleburgh,RI,48490,FAKE001122,10/9/2020,1742082,2232171,3974253,1026.84,1315.71,2342.55,1714,2317.348688046647,True
1,1,69813 Christopher Dale,Collinsview,ME,1795,FAKE001123,5/18/2018,6494236,4268820,10763056,2525.69,1660.2,4185.89,2589,4155.620077220077,True
1,1,338 Rodriguez Shores Suite 635,Michaelfurt,WI,72954,FAKE001124,3/30/2023,1522096,2404286,3926382,1915.89,3026.31,4942.2,812,4829.49815498155,True
1,1,0722 Kevin Center,Klineton,DC,97534,FAKE001125,4/30/2022,3115232,2728173,5843405,2761.01,2417.96,5178.96,1146,5094.51176983435,True
1,1,30918 Joshua Mountains,Jamesberg,NJ,41223,FAKE001126,8/13/2019,6684843,4275268,10960111,3153.57,2016.85,5170.42,2137,5126.338166510758,True
1,1,6796 Kristina Loop Suite 154,South Marcport,ID,22402,FAKE001127,7/7/2022,4883112,2348277,7231389,4603.24,2213.69,6816.93,1078,6701.936051899907,True
1,1,510 Janice Rue Apt. 308,Russoland,DE,88567,FAKE001128,3/30/2020,4758805,5136460,9895265,2519.21,2719.14,5238.35,1907,5186.197589098532,True
1,1,93275 Walsh Overpass Suite 389,South Jamesburgh,AL,89750,FAKE001129,6/14/2018,6520945,1236065,7757010,2562.44,485.72,3048.16,2562,3026.535310183379,True
1,1,54649 Luna Ferry,Toddtown,RI,38408,FAKE001130,12/20/2019,1361198,2923222,4284420,683.93,1468.77,2152.7,2008,2132.6132404181185,True
1,1,536 Mills Lodge,Fletcherside,NH,97840,FAKE001131,11/14/2022,2368490,4728015,7096505,2545.76,5081.89,7627.65,948,7477.876712328767,True
1,1,6288 Jessica Green,Aaronfurt,OH,67488,FAKE001132,6/20/2018,6978455,6175334,13153789,2749.12,2432.73,5181.85,2556,5144.2272193977315,True
1,1,92356 Beasley Hollow,West Ashley,ID,87317,FAKE001133,9/23/2020,3946913,5347449,9294362,2305.37,3123.41,5428.78,1730,5369.359907567879,True
1,1,98107 Arthur Plains,Lake Nicholashaven,MI,56498,FAKE001134,9/15/2021,5180745,4187589,9368334,3822.26,3089.53,6911.79,1373,6818.292576419214,True
1,1,17408 Leslie Mount Apt. 941,Port Ann,MT,35493,FAKE001135,2/26/2020,4628156,1558641,6186797,2407.05,810.63,3217.68,1940,3187.4276146316333,True
1,1,79157 Timothy Trace,Sheriburgh,OK,65942,FAKE001136,5/16/2022,4700282,6538124,11238406,4223.87,5875.43,10099.3,1130,9936.698496905394,True
1,1,58497 Jones Tunnel,Rickland,NE,96149,FAKE001137,9/13/2022,2435170,5273760,7708930,2453.84,5314.2,7768.04,1010,7625.054401582592,True
1,1,56220 George Street Apt. 592,West Alyssaport,CO,67496,FAKE001138,12/29/2019,6641422,4848161,11489583,3352.34,2447.17,5799.51,1999,5744.7915,True
1,1,73048 Justin Field Suite 207,Juanmouth,LA,1437,FAKE001139,11/20/2019,5072384,1464893,6537277,2510.65,725.07,3235.72,2038,3206.1191760666993,True
1,1,7958 Anthony Tunnel,New Heatherside,HI,30123,FAKE001140,10/17/2019,1620474,6612418,8232892,788.9,3219.13,4008.03,2072,3971.48673420164,True
1,1,73296 Justin Terrace Apt. 052,New Thomas,NC,89528,FAKE001141,5/14/2021,4088255,6360327,10448582,2763.34,4299.08,7062.42,1497,6975.021361815754,True
1,1,1091 Jenny Overpass Suite 216,West Marktown,MA,9410,FAKE001142,7/24/2021,4699521,3074509,7774030,3336.98,2183.11,5520.09,1426,5447.81359495445,True
1,1,31738 Goodman Point,Port Lindseystad,TX,50033,FAKE001143,3/15/2022,4078341,1440448,5518789,3471.48,1226.11,4697.58,1192,4625.975691533948,True
1,1,40966 Anna Lock,South Davidville,MT,99661,FAKE001144,10/30/2019,2638600,4966052,7604652,1292.59,2432.76,3725.35,2059,3691.578640776699,True
1,1,69379 Bryan Vista Apt. 721,Aliciamouth,SC,74823,FAKE001145,10/27/2021,6454857,3531853,9986710,4914.4,2688.98,7603.38,1331,7497.53003003003,True
1,1,4269 Sparks Pine,East Charles,NE,73376,FAKE001146,8/17/2018,5455284,3560600,9015884,2198.85,1435.16,3634.02,2498,3607.796718687475,True
1,1,12990 Hernandez Forks,East Jonathan,AL,33898,FAKE001147,3/9/2023,6215830,2651751,8867581,7622.68,3251.93,10874.61,833,10632.591127098322,True
1,1,08028 Shirley Center,Port Apriltown,MA,96057,FAKE001148,2/15/2018,6107470,4493802,10601272,2293.12,1687.25,3980.36,2681,3952.7486950037287,True
1,1,348 Avery Stravenue,South Stephen,WA,74117,FAKE001149,7/7/2019,2775227,3441763,6216990,1287.06,1596.18,2883.23,2174,2858.386206896552,True
1,1,595 Stephen Shoals,West Jasonchester,KY,46975,FAKE001150,9/30/2023,4503397,3374083,7877480,7380.05,5529.36,12909.42,628,12523.81558028617,True
1,1,5313 David Gardens Apt. 539,Gregorychester,CT,16239,FAKE001151,12/29/2022,1398976,4757693,6156669,1579.56,5371.84,6951.41,903,6810.474557522124,True
1,1,60472 Watkins Courts,East Brianburgh,MT,14105,FAKE001152,6/2/2022,5165899,4268769,9434668,4715.74,3896.78,8612.52,1113,8469.181328545781,True
1,1,0684 Edwards Islands,West Angelton,MN,30553,FAKE001153,11/5/2022,1312140,4260747,5572887,1396.66,4535.18,5931.84,957,5817.209812108559,True
1,1,896 Alexander Springs,Lake Tiffanyport,TX,14051,FAKE001154,5/28/2021,1794642,6397577,8192219,1224.36,4364.62,5588.98,1483,5520.36320754717,True
1,1,0626 Perry Gateway Suite 520,Sarahville,LA,65010,FAKE001155,10/14/2021,4725675,4939107,9664782,3563.25,3724.18,7287.43,1344,7185.711524163568,True
1,1,647 James Views,Romanland,MN,47494,FAKE001156,7/7/2023,3016352,2948864,5965216,4334.14,4237.17,8571.31,713,8354.644257703081,True
1,1,78254 Jason Lake Apt. 873,West Billy,OH,97527,FAKE001157,2/5/2019,6568936,1508352,8077288,2845.45,653.37,3498.81,2326,3471.1164589600344,True
1,1,652 Sampson Circle Suite 404,Lake Thomasbury,MS,18785,FAKE001158,6/25/2020,2167225,4585099,6752324,1202.44,2543.95,3746.39,1820,3708.0307523338824,True
1,1,4583 Waller Fords Apt. 105,Sarahhaven,AK,69509,FAKE001159,4/26/2022,5655673,4050294,9705967,4992.4,3575.29,8567.69,1150,8432.638575152041,True
1,1,9338 Jose Station,Karenfort,NH,53910,FAKE001160,4/11/2019,3398301,1093508,4491809,1514.52,487.34,2001.86,2261,1985.7687886825818,True
1,1,53178 Eric Wells,Barbarashire,LA,51325,FAKE001161,11/7/2018,2456936,4774936,7231872,1024.2,1990.49,3014.69,2416,2992.086057095573,True
1,1,4871 Christine Loaf Suite 104,New Malloryton,UT,99241,FAKE001162,1/28/2020,5019011,2959231,7978242,2571.29,1516.05,4087.34,1969,4049.869035532995,True
1,1,0055 Kimberly Village Suite 336,Samanthaburgh,AR,10889,FAKE001163,7/11/2023,4452497,3698386,8150883,6439.91,5349.2,11789.11,709,11480.11690140845,True
1,1,7668 Bird Plains,Kaylachester,AK,96568,FAKE001164,10/28/2022,1219662,1713204,2932866,1286.98,1807.76,3094.73,965,3036.0931677018634,True
1,1,28306 Mary Square,Melissahaven,MT,11323,FAKE001165,4/27/2020,3133160,1346526,4479686,1683.01,723.3,2406.31,1879,2382.8117021276594,True
1,1,3246 Hernandez Curve,North Shane,RI,94400,FAKE001166,3/25/2018,3085253,4007897,7093150,1174.89,1526.24,2701.13,2643,2682.734493192133,True
1,1,525 Dustin Pass,Wesleyshire,CA,28110,FAKE001167,6/20/2023,3818565,4964001,8782566,5360.37,6968.3,12328.67,730,12014.45417236662,True
1,1,95308 Shawn Mountains Apt. 287,East Joshua,WI,49360,FAKE001168,3/10/2021,5696857,6135681,11832538,3689.14,3973.31,7662.46,1562,7570.401791426743,True
1,1,45386 Brianna Fields,Penaland,UT,14375,FAKE001169,8/21/2018,6338060,4232608,10570668,2559.37,1709.17,4268.55,2494,4236.740681362726,True
1,1,807 Nguyen Forges,Oconnormouth,SD,30753,FAKE001170,3/18/2023,6276696,6048667,12325363,7784.39,7501.59,15285.99,824,14939.833939393939,True
1,1,2239 Amy Freeway Apt. 885,South Samuelstad,WV,21523,FAKE001171,12/1/2022,5089043,2765597,7854640,5568.2,3025.99,8594.19,931,8427.725321888413,True
1,1,607 Denise Via Apt. 653,Phelpsfort,VT,22889,FAKE001172,5/24/2019,4171119,4894572,9065691,1895.93,2224.77,4120.7,2218,4085.4849031095087,True
1,1,2962 Norton Lights,Christianchester,UT,39988,FAKE001173,7/1/2019,4712305,6655964,11368269,2178.96,3077.7,5256.66,2180,5212.411279229711,True
1,1,85873 Taylor Mill,Lake Emilyfurt,MA,23343,FAKE001174,3/5/2022,3828117,1025113,4853230,3230.89,865.19,4096.08,1202,4034.2726517040733,True
1,1,856 Kane Ports Apt. 106,Lake Steven,WV,52454,FAKE001175,12/24/2023,3426649,4170010,7596659,6522.17,7937.06,14459.23,543,13964.44669117647,True
1,1,579 Chase Pass,New Antoniomouth,MA,60069,FAKE001176,11/22/2021,5233487,4246551,9480038,4063.53,3297.22,7360.75,1305,7258.83460949464,True
1,1,38795 Williams Lights Suite 695,Bryanstad,IN,26886,FAKE001177,3/31/2019,2474604,4021565,6496169,1097.5,1783.59,2881.09,2272,2857.971403431588,True
1,1,60640 Jason Loop,Davisside,NH,9542,FAKE001178,3/22/2021,5950431,4735438,10685869,3883.17,3090.28,6973.45,1550,6889.664087685364,True
1,1,9929 James View Suite 943,Lake Kelsey,TN,25573,FAKE001179,11/3/2023,6025767,6012699,12038466,10452.99,10430.32,20883.31,594,20232.715966386553,True
1,1,1306 Hart Manors,South Michaelton,MA,77965,FAKE001180,12/18/2022,1874272,2208146,4082418,2090.38,2462.75,4553.13,914,4461.6590163934425,True
1,1,1436 Stone Highway,Marybury,KY,5910,FAKE001181,12/30/2021,3897213,6675695,10572908,3118.75,5342.23,8460.98,1267,8338.255520504732,True
1,1,453 Lisa Avenue Apt. 710,Coreyview,IL,90013,FAKE001182,1/15/2021,3451805,6675871,10127676,2158.79,4175.16,6333.95,1616,6263.2504638218925,True
1,1,81400 Nathan Path,Lake Lisaburgh,OH,64478,FAKE001183,3/1/2020,5647404,6715312,12362716,2944.13,3500.85,6444.98,1936,6382.403717088281,True
1,1,69459 Brian Spur,Jacksontown,DC,72011,FAKE001184,3/10/2018,1966782,4963060,6929842,744.83,1879.53,2624.35,2658,2606.1835276419706,True
1,1,36549 Nicole Shoals,North Hayley,CA,37127,FAKE001185,7/11/2022,6683386,5689406,12372792,6327.53,5386.48,11714.01,1074,11509.573953488372,True
1,1,9674 Michael Islands,Thomasville,UT,76630,FAKE001186,4/28/2023,6093196,5782614,11875810,7962.13,7556.28,15518.41,783,15147.716836734693,True
1,1,322 Sheri Trace,Deborahville,KY,9576,FAKE001187,6/8/2022,4408413,4977742,9386155,4044.46,4566.79,8611.25,1107,8471.259025270758,True
1,1,6638 Gutierrez Fall Suite 969,Davisburgh,MD,71318,FAKE001188,1/28/2020,2231399,5882019,8113418,1143.7,3014.83,4158.53,1969,4118.486294416243,True
1,1,9411 Anthony Harbor,Martintown,NC,49650,FAKE001189,4/22/2020,3593820,6560031,10153851,1925.74,3515.18,5440.92,1884,5386.658355437666,True
1,1,72419 Powers Motorway,New Amyville,KS,30231,FAKE001190,7/23/2019,6026582,2686991,8713573,2815.17,1255.16,4070.34,2158,4035.9300602130616,True
1,1,91808 Maureen Inlet,East Jamesland,MO,59163,FAKE001191,6/1/2020,1284064,6321566,7605630,702.83,3460.12,4162.95,1844,4122.292682926829,True
1,1,97129 Krista Station Apt. 575,Andersontown,MS,95672,FAKE001192,1/25/2019,6220438,6995293,13215731,2681.77,3015.83,5697.6,2337,5652.579555175364,True
1,1,75853 Faulkner Pines,Davidfurt,RI,84641,FAKE001193,1/6/2021,2150592,3833747,5984339,1338.13,2385.42,3723.55,1625,3680.4052890528906,True
1,1,3251 Christian Ville,Davieston,ME,35308,FAKE001194,6/1/2021,2515399,5063946,7579345,1721.44,3465.56,5187.0,1479,5121.179054054054,True
1,1,02953 Jeremy Ranch Apt. 781,Lake Rhonda,MN,28100,FAKE001195,1/7/2020,6131228,2827064,8958292,3107.69,1432.93,4540.63,1990,4499.393269713712,True
1,1,5761 Moran Landing Apt. 369,Kimberlyport,NM,52177,FAKE001196,11/26/2022,2261063,6539808,8800871,2461.67,7120.03,9581.7,936,9392.605122732124,True
1,1,216 Joseph Manors Apt. 572,East Claytonview,MA,29081,FAKE001197,10/23/2022,6326657,4113076,10439733,6643.85,4319.29,10963.15,970,10751.527291452112,True
1,1,54038 Randall Lodge Suite 224,Cantustad,AL,20986,FAKE001198,11/18/2022,4741918,4878345,9620263,5116.9,5264.11,10381.01,944,10180.172486772486,True
1,1,3257 Gonzalez Route,New Robert,WA,79855,FAKE001199,7/28/2021,5799792,2254714,8054506,4128.94,1605.16,5734.1,1422,5660.229093464512,True
1,1,978 Green Hills Suite 263,Tommymouth,MN,1327,FAKE001200,7/3/2019,6452876,5090845,11543721,2986.31,2355.98,5342.3,2178,5297.715006883892,True
1,1,19843 Allison Court Suite 252,New Ashley,VT,83927,FAKE001201,5/31/2023,6438211,2324065,8762276,8790.13,3173.06,11963.2,750,11667.478029294274,True
1,1,0347 Evans Mountains Apt. 558,Riveraburgh,OH,32138,FAKE001202,6/20/2018,2130433,5244026,7374459,839.27,2065.85,2905.12,2556,2884.027766914353,True
1,1,38750 Castaneda Road Apt. 571,Davisland,NJ,73290,FAKE001203,9/22/2022,1339986,4595657,5935643,1362.79,4673.86,6036.64,1001,5923.795409181636,True
1,1,90147 Jorge Plains Apt. 946,Christineburgh,RI,61016,FAKE001204,9/7/2022,4095624,3216370,7311994,4100.65,3220.31,7320.96,1016,7189.767944936087,True
1,1,991 Hayes Mountains,Scottside,CO,12122,FAKE001205,9/8/2020,6292348,6015209,12307557,3642.33,3481.91,7124.25,1745,7049.001718213059,True
1,1,19131 Armstrong Row Suite 197,Proctormouth,AL,65068,FAKE001206,2/5/2018,1126266,1848662,2974928,421.28,691.5,1112.78,2691,1105.0995542347696,True
1,1,1339 Cristina Plaza,East Erikafurt,TX,8773,FAKE001207,11/2/2018,3971070,5259920,9230990,1652.24,2188.5,3840.74,2421,3811.3088356729977,True
1,1,138 Ellis Cove Suite 424,North Christopher,AR,72820,FAKE001208,4/7/2018,6809881,3628212,10438093,2606.84,1388.89,3995.72,2630,3967.3481565944508,True
1,1,17475 Clark Plain Suite 335,Jessicabury,VT,68460,FAKE001209,4/6/2022,2912186,5722219,8634405,2527.91,4967.16,7495.07,1170,7373.531169940222,True
1,1,83469 Nathaniel Pass,West Cherylchester,KY,44821,FAKE001210,10/29/2023,4875663,1295828,6171491,8391.5,2230.25,10621.75,599,10285.818333333333,True
1,1,88589 Anthony Motorway,Travisland,VA,58228,FAKE001211,3/23/2019,5367347,4884857,10252204,2372.77,2159.47,4532.24,2280,4494.609381850066,True
1,1,69973 Robin Islands,Shanefort,KS,19293,FAKE001212,10/31/2018,1237561,3057574,4295135,514.52,1271.2,1785.72,2423,1771.9203795379537,True
1,1,0215 James Ville Suite 711,Smithfort,IA,1721,FAKE001213,6/30/2018,4181031,1222654,5403685,1653.63,483.57,2137.2,2546,2121.5881429132314,True
1,1,669 Parrish Highway,East Jennifershire,RI,39701,FAKE001214,1/26/2023,1972326,6520222,8492548,2300.37,7604.68,9905.04,875,9694.689497716896,True
1,1,5830 Duncan Bridge,South Mary,WY,64436,FAKE001215,8/28/2020,2039121,5482213,7521334,1172.92,3153.41,4326.32,1756,4280.782014797951,True
1,1,756 Matthew Views Suite 202,Burnsberg,NY,65761,FAKE001216,1/6/2020,4130451,5535408,9665859,2092.61,2804.4,4897.0,1991,4852.338855421687,True
1,1,76154 Taylor Crescent Suite 925,New Scottfurt,WV,98443,FAKE001217,7/1/2020,1608358,4105537,5713895,895.08,2284.81,3179.9,1814,3148.151515151515,True
1,1,905 Timothy Skyway,North Erik,OR,21251,FAKE001218,3/25/2020,4431931,2497442,6929373,2339.4,1318.28,3657.67,1912,3622.25457396759,True
1,1,3151 Kevin Forges,East Joshuaborough,ME,88202,FAKE001219,9/6/2021,2592665,5927839,8520504,1900.04,4344.22,6244.25,1382,6160.885032537961,True
1,1,164 Mcintyre Coves,Matthewside,SC,70994,FAKE001220,8/22/2020,3429128,1739478,5168606,1965.24,996.9,2962.14,1762,2931.7107203630176,True
1,1,484 Johnson Greens Suite 103,Kristenfort,SC,85291,FAKE001221,5/23/2021,4714367,5955315,10669682,3206.31,4050.29,7256.6,1488,7165.669576897247,True
1,1,6923 Sonia Lock,Cruzhaven,KS,3847,FAKE001222,4/22/2021,2119334,2421396,4540730,1411.62,1612.81,3024.42,1519,2987.3223684210525,True
1,1,191 Holmes Wall,Williamsport,OH,97656,FAKE001223,4/22/2021,3859982,5306802,9166784,2571.0,3534.68,6105.68,1519,6030.778947368421,True
1,1,45608 Williams Knoll,West John,MI,12921,FAKE001224,1/26/2021,3629827,5106948,8736775,2287.09,3217.8,5504.89,1605,5440.084059775841,True
1,1,275 Michael Meadow,Courtneyview,VT,2506,FAKE001225,1/25/2023,1525238,2133575,3658813,1777.03,2485.79,4262.82,876,4171.964652223489,True
1,1,30221 Carrillo View,Jonesbury,RI,11742,FAKE001226,7/2/2021,1182785,5298094,6480879,827.0,3704.42,4531.42,1448,4472.656314699793,True
1,1,31562 Wayne Throughway,Kingmouth,VA,61589,FAKE001227,11/20/2022,3213773,3232881,6446654,3474.75,3495.41,6970.16,942,6836.324496288441,True
1,1,176 Chen Expressway Apt. 072,Malloryborough,HI,59074,FAKE001228,12/28/2018,6311408,1352960,7664368,2688.22,576.27,3264.49,2365,3239.3778529163146,True
1,1,84347 Clark Heights,Williamsberg,VT,11195,FAKE001229,7/11/2021,3703977,1546678,5250655,2606.44,1088.38,3694.82,1439,3646.2881944444443,True
1,1,95761 Palmer Shore,Port Ronaldmouth,MA,25758,FAKE001230,6/4/2019,6491620,3666300,10157920,2965.44,1674.8,4640.24,2207,4600.507246376812,True
1,1,011 Ronald Circle Suite 126,Angelmouth,ME,3803,FAKE001231,12/22/2022,5786700,2435772,8222472,6480.29,2727.72,9208.01,910,9025.765093304062,True
1,1,387 Hinton Place Suite 995,Michaelshire,ND,2766,FAKE001232,11/19/2020,3240914,2670513,5911427,1957.66,1613.11,3570.78,1673,3531.3183990442053,True
1,1,00658 Brandy Fork Suite 904,North Robert,AL,98163,FAKE001233,9/29/2023,3538039,5889017,9427056,5789.4,9636.37,15425.76,629,14963.580952380953,True
1,1,251 Patrick Square,Kirbybury,NM,7770,FAKE001234,9/29/2023,5390928,4039384,9430312,8821.33,6609.76,15431.09,629,14968.749206349206,True
1,1,4964 Nicole Lock,Jamesmouth,IA,66342,FAKE001235,8/31/2023,5764174,4308176,10072350,9002.13,6728.25,15730.38,658,15284.294385432473,True
1,1,848 Rivera Villages,East Kyle,SC,95784,FAKE001236,7/5/2020,3533919,6261798,9795717,1971.7,3493.68,5465.39,1810,5409.009939260077,True
1,1,506 David Mission,Lisaville,OK,96411,FAKE001237,12/18/2022,6620695,4165945,10786640,7384.08,4646.29,12030.37,914,11788.677595628415,True
1,1,893 Zachary Field,Fowlerton,UT,25229,FAKE001238,5/12/2021,1687680,6088901,7776581,1139.33,4110.55,5249.88,1499,5184.387333333333,True
1,1,23998 Stephanie Mills,Walkerborough,SC,77261,FAKE001239,1/25/2019,4661608,3996649,8658257,2009.73,1723.05,3732.77,2337,3703.2750213858,True
1,1,1183 Cynthia Keys Apt. 460,South Kimberlyfurt,NH,92183,FAKE001240,5/22/2022,1055293,1327431,2382724,953.8,1199.77,2153.57,1124,2117.976888888889,False
1,1,38507 Shelley Skyway,Larryborough,NE,14682,FAKE001241,3/31/2021,4263719,4807307,9071026,2799.1,3155.97,5955.07,1541,5882.636835278859,True
1,1,299 Lori Points,South Jamie,IL,47676,FAKE001242,4/13/2018,6749265,1077958,7827223,2589.06,413.51,3002.57,2624,2981.7992380952383,True
1,1,08786 Young Mountains Suite 141,Jacobview,FL,78586,FAKE001243,4/8/2022,5989522,2307349,8296871,5207.43,2006.06,7213.5,1168,7097.408896492729,True
1,1,6851 Brown Springs Suite 840,West Louisberg,CO,26533,FAKE001244,1/31/2018,3680602,1740196,5420798,1373.92,649.59,2023.52,2696,2009.9362254356693,True
1,1,7617 Clay Roads,Campbellfort,NM,12692,FAKE001245,7/8/2023,3674077,2153785,5827862,5293.09,3102.87,8395.96,712,8173.719495091164,True
1,1,565 Bowers Cliff,Lake Samuel,OR,2912,FAKE001246,10/12/2018,6852760,2076301,8929061,2826.56,856.41,3682.97,2442,3654.957429390094,True
1,1,3700 Richard Hill Apt. 731,Norrisview,CA,34892,FAKE001247,5/27/2019,4623990,1236479,5860469,2104.4,562.73,2667.12,2215,2644.6159747292418,True
1,1,7253 Kelly Roads,West David,IL,44507,FAKE001248,12/26/2021,3124393,2781356,5905749,2493.02,2219.3,4712.32,1271,4642.884433962264,True
1,1,8986 Eric Valleys Apt. 939,Lake Francis,DC,43052,FAKE001249,8/12/2020,1140753,2114981,3255734,650.37,1205.8,1856.17,1772,1836.2853919909758,True
1,1,235 Nicole Walk,South Lauren,SD,2957,FAKE001250,4/1/2018,6191196,2225885,8417081,2364.22,850.0,3214.22,2636,3191.9154342055367,True
1,1,543 Cody Plain,Melissaborough,DE,85961,FAKE001251,5/16/2019,3994556,4312236,8306792,1808.93,1952.79,3761.71,2226,3730.0368208352043,True
1,1,4738 Kenneth Turnpike,Marshallland,NM,95054,FAKE001252,8/18/2020,2039398,6203169,8242567,1166.34,3547.63,4713.98,1766,4664.723825693265,True
1,1,3277 Joseph Ferry Apt. 474,Benjaminhaven,ID,64266,FAKE001253,9/6/2018,4296927,6142841,10439768,1746.08,2496.17,4242.25,2478,4211.2819685357,True
1,1,2774 Robert Trafficway,Lake Suzanne,FL,1896,FAKE001254,2/18/2018,5996569,3094271,9090840,2253.79,1162.97,3416.76,2678,3393.3706606942887,True
1,1,396 Margaret Common,North Kristen,TX,2216,FAKE001255,4/1/2020,3733230,4578265,8311495,1978.21,2425.98,4404.19,1905,4360.700419727177,True
1,1,6095 Jessica Circles,New Michaelview,HI,10293,FAKE001256,1/7/2021,1968039,2825505,4793544,1225.24,1759.07,2984.31,1624,2949.8732307692308,True
1,1,50451 James Hollow,Stephaniehaven,TN,44260,FAKE001257,8/18/2019,6533635,3705495,10239130,3090.22,1752.59,4842.8,2132,4800.342240975152,True
1,1,463 Alan Curve Suite 875,New Priscilla,IN,16280,FAKE001258,10/1/2019,2307071,3698340,6005411,1114.25,1786.19,2900.44,2088,2874.777884155098,True
1,1,006 Porter Drives Suite 642,Chadchester,TN,42721,FAKE001259,11/14/2021,4773620,3008974,7782594,3685.58,2323.15,6008.73,1313,5922.826484018265,True
1,1,53047 Madison Forge,South Monica,TN,21565,FAKE001260,5/12/2018,3703061,2990407,6693468,1436.6,1160.13,2596.73,2595,2578.3775038520803,True
1,1,86312 Morgan Lights,North Charles,WI,14514,FAKE001261,1/1/2018,5936144,5252979,11189123,2192.01,1939.74,4131.74,2726,4103.088742207554,True
1,1,477 William Ramp,Jacquelinetown,IN,17173,FAKE001262,3/25/2020,1403484,1355292,2758776,740.83,715.39,1456.22,1912,1442.1202300052273,True
1,1,280 Wolf Streets,Lake Matthew,SD,23153,FAKE001263,12/18/2018,6822524,1749248,8571772,2893.56,741.89,3635.44,2375,3607.6481481481483,True
1,1,200 Sean Trail Suite 311,New Josephmouth,MD,23825,FAKE001264,1/12/2023,1651537,4912650,6564187,1893.99,5633.83,7527.82,889,7375.491011235955,True
1,1,598 Tony Landing Apt. 746,Moralesport,NM,92053,FAKE001265,9/5/2023,3066475,6191567,9258042,4823.39,9738.98,14562.36,653,14156.02752293578,True
1,1,00298 Marcus River,West Danielfurt,NH,63265,FAKE001266,7/3/2022,3960531,2286458,6246989,3720.74,2148.02,5868.76,1082,5768.22622345337,True
1,1,748 Humphrey Estates Suite 466,North Carolynfurt,GA,52882,FAKE001267,10/31/2023,3462953,6567081,10030034,5978.86,11338.19,17317.05,597,16772.63210702341,True
1,1,02720 Dana Route Apt. 394,New Jonathan,SC,13312,FAKE001268,8/12/2021,4262224,5409138,9671362,3068.2,3893.81,6962.01,1407,6868.865056818182,True
1,1,795 Cole Mountain,South Angelatown,SD,78977,FAKE001269,5/27/2019,3106376,5941323,9047699,1413.72,2703.92,4117.64,2215,4082.8966606498193,True
1,1,6310 Lori Pine,Burgessport,TX,55932,FAKE001270,2/4/2019,4875932,6854521,11730453,2111.26,2967.98,5079.24,2327,5038.854381443299,True
1,1,2870 Miller Cape,Suzannetown,WA,72796,FAKE001271,11/22/2021,2750390,4862605,7612995,2135.53,3775.56,5911.09,1305,5829.2457886676875,True
1,1,41069 Davis Mountain Apt. 205,West Victoria,DE,60291,FAKE001272,2/10/2023,5347035,2570995,7918030,6344.35,3050.53,9394.88,860,9196.318234610917,True
1,1,1924 Jonathan Track Apt. 153,Walkershire,WV,32022,FAKE001273,11/1/2021,1641456,1903324,3544780,1254.08,1454.14,2708.22,1326,2671.2735493594573,True
1,1,522 Tanner Path,Lake Catherine,DE,87955,FAKE001274,8/11/2021,2101606,4079238,6180844,1510.87,2932.62,4443.5,1408,4386.68843151171,True
